kind	jp_off	us_off	jp	us
~1:1	037168	039E56	(【19】【42】のシフレだ…)	(It's Siffle, the gatekeeper.)
~1:2	03718A	039E82	この【0】に【143】めぱ、【379】だって【312】心【683】くなるさ	Anyone would be religious if they lived here.
~1:2	0371B1	039EB0	【1】の【519】みを、この【416】で【84】られるんだからね	You can see the blessings of the Gods with your own eyes.
~1:1	0371E5	039EF7	【1】【2】【3】の【143】【429】【684】を【511】るための【202】【70】はね…	The quickest way to earn citizenship
~1:2	03720A	039F1C	【1】【2】【3】のために【387】くことなんだよ	for the Holy District is to work for the Holy District.
~1:1	037229	039F54	(【207】心に【99】を【148】んでいる…)	(He is reading a book...)
~1:1	037244	039F6E	(【19】【42】のシフレだ…)	(It's Siffle, the gatekeeper.)
~1:1	037259	039F8D	(【70】を【156】いてみよう)	(I should ask for directions.)
~1:1	03726E	039FAC	(【19】【42】が【84】【374】りをしている…)	(A gatekeeper is standing guard.)
~1:1	03728B	039FCE	(あれは、【19】【42】のシフレだ…)	(It's Siffle, the gatekeeper...)
1:1	0372B5	039FFC	【685】【276】はすみませんでした	I'm sorry for being so
1:1	0372CC	03A013	無【326】な【413】をきいて…	rude the other day.
1:1	0372DF	03A027	(【207】心に【99】を【148】んでいる…)	(He is reading a book...)
1:1	0372FA	03A041	(【19】【42】のシフレだ…)	(It's Siffle, the gatekeeper.)
1:1	03731C	03A06D	【215】は【60】【243】も【19】【42】をやっていますが	I've been a gatekeeper for years.
1:1	03733B	03A08F	はね…	It'll take a lot more before I become
1:1	037341	03A0B5	【143】【429】【684】をもらえるのは、まだまだ【685】ですね	a citizen of the Holy District.
1:1	037375	03A0E2	【296】【465】、【432】【370】が【38】げられるらしいんです	Looks like the High Priest
1:1	037398	03A0FD	【366】しい【383】【237】【461】の【439】【686】だと【156】きましたが…	wants to cut our pay.
1:1	0373BD	03A113	このままだと、【133】【687】【370】も【409】えませんよ	I won't be able to pay taxes.
1:1	0373E0	03A131	(【207】心に【99】を【148】んでいる…)	(He is reading a book...)
1:1	0373FB	03A14B	(【19】【42】のシフレだ…)	(It's Siffle, the gatekeeper.)
~1:2	03741D	03A177	【0】の【41】【413】の【414】にある【334】【335】を【415】えると	Go up the stairs near the entrance to the town.
~1:1	03743E	03A1A7	【417】い【21】が【84】えるはずです	You'll see Juba's place.
~1:2	037455	03A1C0	ただ、【308】【128】は【256】を【22】めてるはずですが…	Look for blue doors, but they might not be open yet.
~1:1	037487	03A202	【0】の【41】【413】の【414】に、【334】【335】があるだろ	See the stairs next to the entrance
~1:1	0374A6	03A226	あれを【688】れぱ、すぐ【416】の【49】に【84】えるよ	to the town?
~1:1	0374C9	03A233	【417】い【21】が【416】【418】だからね	Go up and look for the blue doors.
~2:1	0374DE	03A256	でも…まだ【256】は【4】いてないはずだけど …	Juba's is closed in the daytime.
~1:1	037510	03A284	バエットさんは、【0】の【17】に【20】ってるよ	Paet went outside the town.
~1:1	037533	03A2A0	【419】【242】に【87】【218】だって【327】ってたけど…	He said he had some business
~1:2	037552	03A2BD	やっばり、【309】めた【439】がよかったかなあ	to attend to. Should I have stopped him?
~1:2	037582	03A2F3	バエットさんなら、機【81】【82】き【411】だろうな	I think Paet went to the machinery storage area.
~1:1	0375A7	03A324	【308】【128】は、たいていあそこにいるはずだよ	He's usually there during the day.
~1:1	0375D9	03A354	まず、【18】【39】を【181】けてください	First, go through the passage.
~1:1	0375F4	03A373	【421】【139】に【123】が【84】えるはずです	You should see a wall.
~1:1	03760D	03A38A	その【123】にそって、【422】に【423】むと…	Go along the wall, go right, and
~1:2	03762A	03A3AB	【174】【335】【38】がったところが、機【81】【82】き【411】です	go down some steps. That's where the storage area is.
~1:2	03765C	03A3EE	【18】【39】を【181】けると、【421】【139】に【123】が【84】えるから	Go through the passage, you'll see a wall in front of you.
~1:1	037681	03A429	その【123】にそって、【422】に【423】むんだ	Go right along the wall and go
~1:1	03769E	03A448	<0F>るから	down the steps. That's where
~1:1	0376A6	03A465	【174】【335】【38】がったところが、機【81】【82】き【411】だよ	the storage area is.
1:1	0376D8	03A487	パイマンさんのお【689】は、ええと…	Vaiman's house is... let me see...
1:1	0376F7	03A4AA	【101】【126】の【424】の【18】【39】を【18】って…	Go through the passage
1:1	037710	03A4C1	【13】【413】の【422】【310】にあるそうです	by the church, and it's to the right.
~1:1	037736	03A4F4	【1】【2】【3】に【41】ると、【421】【139】に【93】【94】があります	Go to the Holy District and you'll
~1:1	03775B	03A517	【101】【126】は、その【425】【310】だそうです	see a storage area. The church
~1:2	037776	03A536	【417】い【495】【99】【58】が【416】【418】だとか…	is to the left. Look for the two blue pillars.
1:1	03779C	03A572	【0】の【41】【413】の【414】にある【334】【335】を【415】えて…	Climb the stairs next to the entrance
1:1	0377BD	03A598	そのまま【423】んでください	of the town and go straight.
~1:1	0377E1	03A5C2	【0】の【41】【413】の【414】にある【334】【335】を【415】えて…	Climb the stairs next to the entrance
~1:1	037802	03A5E8	そのまま【423】めぱ、【18】【39】に【41】れるはずだよ	of the town. Go straight, and
~1:1	037827	03A606	ジューパの【256】への【70】	you'll see the passage.
~1:2	03783A	03A61E	バエットの【410】【411】【44】	Passage to Juba's Paet's
~1:1	03784B	03A637	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	03785C	03A64F	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	03786F	03A669	【101】【126】への【70】	Passage to the Church
~1:1	03787A	03A67F	【18】【39】への【70】	To the Passage
~1:1	037885	03A68E	【155】をやめる	Quit
~1:1	037890	03A693	ジューパの【256】への【70】	Passage to Juba's
~1:1	0378A3	03A6A5	バエットの【410】【411】【44】	Paet's
~1:1	0378B4	03A6AC	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0378C5	03A6C4	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0378D8	03A6DE	【101】【126】への【70】	Passage to the Church
~1:1	0378E3	03A6F4	【155】をやめる	Quit
~1:1	0378EE	03A6F9	ジューパの【256】への【70】	Passage to Juba's
~1:1	037901	03A70B	バエットの【410】【411】【44】	Paet's
~1:1	037912	03A712	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037923	03A72A	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037936	03A744	【18】【39】への【70】	To the Passage
~1:1	037941	03A753	【155】をやめる	Quit
~1:1	03794C	03A758	ジューパの【256】への【70】	Passage to Juba's
~1:1	03795F	03A76A	バエットの【410】【411】【44】	Paet's
~1:1	037970	03A771	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037981	03A789	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037994	03A7A3	【155】をやめる	Quit
~1:1	03799F	03A7A8	ジューパの【256】への【70】	Passage to Juba's
~1:1	0379B2	03A7BA	バエットの【410】【411】【44】	Paet's
~1:1	0379C3	03A7C1	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0379D4	03A7D9	【101】【126】への【70】	Passage to the Church
~1:1	0379DF	03A7EF	【18】【39】への【70】	To the Passage
~1:1	0379EA	03A7FE	【155】をやめる	Quit
~1:1	0379F5	03A803	ジューパの【256】への【70】	Passage to Juba's
~1:1	037A08	03A815	バエットの【410】【411】【44】	Paet's
~1:1	037A19	03A81C	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037A2A	03A834	【101】【126】への【70】	Passage to the Church
~1:1	037A35	03A84A	【155】をやめる	Quit
~1:1	037A40	03A84F	ジューパの【256】への【70】	Passage to Juba's
~1:1	037A53	03A861	バエットの【410】【411】【44】	Paet's
~1:1	037A64	03A868	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037A75	03A880	【18】【39】への【70】	To the Passage
~1:1	037A80	03A88F	【155】をやめる	Quit
~1:1	037A8B	03A894	ジューパの【256】への【70】	Passage to Juba's
~1:1	037A9E	03A8A6	バエットの【410】【411】【44】	Paet's
~1:1	037AAF	03A8AD	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037AC0	03A8C5	【155】をやめる	Quit
~1:1	037ACB	03A8CA	ジューパの【256】への【70】	Passage to Juba's
~1:1	037ADE	03A8DC	バエットの【410】【411】【44】	Paet's
~1:1	037AEF	03A8E3	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037B02	03A8FD	【101】【126】への【70】	Passage to the Church
~1:1	037B0D	03A913	【18】【39】への【70】	To the Passage
~1:1	037B18	03A922	【155】をやめる	Quit
~1:1	037B23	03A927	ジューパの【256】への【70】	Passage to Juba's
~1:1	037B36	03A939	バエットの【410】【411】【44】	Paet's
~1:1	037B47	03A940	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037B5A	03A95A	【101】【126】への【70】	Passage to the Church
~1:1	037B65	03A970	【155】をやめる	Quit
~1:1	037B70	03A975	ジューパの【256】への【70】	Passage to Juba's
~1:1	037B83	03A987	バエットの【410】【411】【44】	Paet's
~1:1	037B94	03A98E	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037BA7	03A9A8	【18】【39】への【70】	To the Passage
~1:1	037BB2	03A9B7	【155】をやめる	Quit
~1:1	037BBD	03A9BC	ジューパの【256】への【70】	Passage to Juba's
~1:1	037BD0	03A9CE	バエットの【410】【411】【44】	Paet's
~1:1	037BE1	03A9D5	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037BF4	03A9EF	【155】をやめる	Quit
~1:1	037BFF	03A9F4	ジューパの【256】への【70】	Passage to Juba's
~1:1	037C12	03AA06	バエットの【410】【411】【44】	Paet's
~1:1	037C23	03AA0D	【101】【126】への【70】	Passage to the Church
~1:1	037C2E	03AA23	【18】【39】への【70】	To the Passage
~1:1	037C39	03AA32	【155】をやめる	Quit
~1:1	037C44	03AA37	ジューパの【256】への【70】	Passage to Juba's
~1:1	037C57	03AA49	バエットの【410】【411】【44】	Paet's
~1:1	037C68	03AA50	【101】【126】への【70】	Passage to the Church
~1:1	037C73	03AA66	【155】をやめる	Quit
~1:1	037C7E	03AA6B	ジューパの【256】への【70】	Passage to Juba's
~1:1	037C91	03AA7D	バエットの【410】【411】【44】	Paet's
~1:1	037CA2	03AA84	【18】【39】への【70】	To the Passage
~1:1	037CAD	03AA93	【155】をやめる	Quit
~1:1	037CB8	03AA98	ジューパの【256】への【70】	Passage to Juba's
~1:1	037CCB	03AAAA	バエットの【410】【411】【44】	Paet's
~1:1	037CDC	03AAB1	【155】をやめる	Quit
~1:1	037CE7	03AAB6	ジューパの【256】への【70】	Passage to Juba's
~1:1	037CFA	03AAC8	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037D0B	03AAE0	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037D1E	03AAFA	【101】【126】への【70】	Passage to the Church
~1:1	037D29	03AB10	【18】【39】への【70】	To the Passage
~1:1	037D34	03AB1F	【155】をやめる	Quit
~1:1	037D3F	03AB24	ジューパの【256】への【70】	Passage to Juba's
~1:1	037D52	03AB36	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037D63	03AB4E	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037D76	03AB68	【101】【126】への【70】	Passage to the Church
~1:1	037D81	03AB7E	【155】をやめる	Quit
~1:1	037D8C	03AB83	ジューパの【256】への【70】	Passage to Juba's
~1:1	037D9F	03AB95	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037DB0	03ABAD	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037DC3	03ABC7	【18】【39】への【70】	To the Passage
~1:1	037DCE	03ABD6	【155】をやめる	Quit
~1:1	037DD9	03ABDB	ジューパの【256】への【70】	Passage to Juba's
~1:1	037DEC	03ABED	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037DFD	03AC05	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037E10	03AC1F	【155】をやめる	Quit
~1:1	037E1B	03AC24	ジューパの【256】への【70】	Passage to Juba's
~1:1	037E2E	03AC36	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037E3F	03AC4E	【101】【126】への【70】	Passage to the Church
~1:1	037E4A	03AC64	【18】【39】への【70】	To the Passage
~1:1	037E55	03AC73	【155】をやめる	Quit
~1:1	037E60	03AC78	ジューパの【256】への【70】	Passage to Juba's
~1:1	037E73	03AC8A	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037E84	03ACA2	【101】【126】への【70】	Passage to the Church
~1:1	037E8F	03ACB8	【155】をやめる	Quit
~1:1	037E9A	03ACBD	ジューパの【256】への【70】	Passage to Juba's
~1:1	037EAD	03ACCF	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037EBE	03ACE7	【18】【39】への【70】	To the Passage
~1:1	037EC9	03ACF6	【155】をやめる	Quit
~1:1	037ED4	03ACFB	ジューパの【256】への【70】	Passage to Juba's
~1:1	037EE7	03AD0D	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	037EF8	03AD25	【155】をやめる	Quit
~1:1	037F03	03AD2A	ジューパの【256】への【70】	Passage to Juba's
~1:1	037F16	03AD3C	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037F29	03AD56	【101】【126】への【70】	Passage to the Church
~1:1	037F34	03AD6C	【18】【39】への【70】	To the Passage
~1:1	037F3F	03AD7B	【155】をやめる	Quit
~1:1	037F4A	03AD80	ジューパの【256】への【70】	Passage to Juba's
~1:1	037F5D	03AD92	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037F70	03ADAC	【101】【126】への【70】	Passage to the Church
~1:1	037F7B	03ADC2	【155】をやめる	Quit
~1:1	037F86	03ADC7	ジューパの【256】への【70】	Passage to Juba's
~1:1	037F99	03ADD9	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037FAC	03ADF3	【18】【39】への【70】	To the Passage
~1:1	037FB7	03AE02	【155】をやめる	Quit
~1:1	037FC2	03AE07	ジューパの【256】への【70】	Passage to Juba's
~1:1	037FD5	03AE19	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	037FE8	03AE33	【155】をやめる	Quit
~1:1	037FF3	03AE38	ジューパの【256】への【70】	Passage to Juba's
~1:1	038006	03AE4A	【101】【126】への【70】	Passage to the Church
~1:1	038011	03AE60	【18】【39】への【70】	To the Passage
~1:1	03801C	03AE6F	【155】をやめる	Quit
~1:1	038027	03AE74	ジューパの【256】への【70】	Passage to Juba's
~1:1	03803A	03AE86	【101】【126】への【70】	Passage to the Church
~1:1	038045	03AE9C	【155】をやめる	Quit
~1:1	038050	03AEA1	ジューパの【256】への【70】	Passage to Juba's
~1:1	038063	03AEB3	【18】【39】への【70】	To the Passage
~1:1	03806E	03AEC2	【155】をやめる	Quit
~1:1	038079	03AEC7	ジューパの【256】への【70】	Passage to Juba's
~1:1	03808C	03AED9	【155】をやめる	Quit
~1:1	038097	03AEDE	ジューパの【256】への【70】	Passage to Juba's
~1:1	0380AA	03AEF0	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0380BB	03AF08	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0380CE	03AF22	【101】【126】への【70】	Passage to the Church
~1:1	0380D9	03AF38	【18】【39】への【70】	To the Passage
~1:1	0380E4	03AF47	【155】をやめる	Quit
~1:1	0380EF	03AF4C	ジューパの【256】への【70】	Passage to Juba's
~1:1	038102	03AF5E	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038113	03AF76	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038126	03AF90	【101】【126】への【70】	Passage to the Church
~1:1	038131	03AFA6	【155】をやめる	Quit
~1:1	03813C	03AFAB	ジューパの【256】への【70】	Passage to Juba's
~1:1	03814F	03AFBD	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038160	03AFD5	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038173	03AFEF	【18】【39】への【70】	To the Passage
~1:1	03817E	03AFFE	【155】をやめる	Quit
~1:1	038189	03B003	ジューパの【256】への【70】	Passage to Juba's
~1:1	03819C	03B015	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0381AD	03B02D	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0381C0	03B047	【155】をやめる	Quit
~1:1	0381CB	03B04C	ジューパの【256】への【70】	Passage to Juba's
~1:1	0381DE	03B05E	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0381EF	03B076	【101】【126】への【70】	Passage to the Church
~1:1	0381FA	03B08C	【18】【39】への【70】	To the Passage
~1:1	038205	03B09B	【155】をやめる	Quit
~1:1	038210	03B0A0	ジューパの【256】への【70】	Passage to Juba's
~1:1	038223	03B0B2	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038234	03B0CA	【101】【126】への【70】	Passage to the Church
~1:1	03823F	03B0E0	【155】をやめる	Quit
~1:1	03824A	03B0E5	ジューパの【256】への【70】	Passage to Juba's
~1:1	03825D	03B0F7	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	03826E	03B10F	【18】【39】への【70】	To the Passage
~1:1	038279	03B11E	【155】をやめる	Quit
~1:1	038284	03B123	ジューパの【256】への【70】	Passage to Juba's
~1:1	038297	03B135	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0382A8	03B14D	【155】をやめる	Quit
~1:1	0382B3	03B152	ジューパの【256】への【70】	Passage to Juba's
~1:1	0382C6	03B164	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0382D9	03B17E	【101】【126】への【70】	Passage to the Church
~1:1	0382E4	03B194	【18】【39】への【70】	To the Passage
~1:1	0382EF	03B1A3	【155】をやめる	Quit
~1:1	0382FA	03B1A8	ジューパの【256】への【70】	Passage to Juba's
~1:1	03830D	03B1BA	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038320	03B1D4	【101】【126】への【70】	Passage to the Church
~1:1	03832B	03B1EA	【155】をやめる	Quit
~1:1	038336	03B1EF	ジューパの【256】への【70】	Passage to Juba's
~1:1	038349	03B201	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	03835C	03B21B	【18】【39】への【70】	To the Passage
~1:1	038367	03B22A	【155】をやめる	Quit
~1:1	038372	03B22F	ジューパの【256】への【70】	Passage to Juba's
~1:1	038385	03B241	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038398	03B25B	【155】をやめる	Quit
~1:1	0383A3	03B260	ジューパの【256】への【70】	Passage to Juba's
~1:1	0383B6	03B272	【101】【126】への【70】	Passage to the Church
~1:1	0383C1	03B288	【18】【39】への【70】	To the Passage
~1:1	0383CC	03B297	【155】をやめる	Quit
~1:1	0383D7	03B29C	ジューパの【256】への【70】	Passage to Juba's
~1:1	0383EA	03B2AE	【101】【126】への【70】	Passage to the Church
~1:1	0383F5	03B2C4	【155】をやめる	Quit
~1:1	038400	03B2C9	ジューパの【256】への【70】	Passage to Juba's
~1:1	038413	03B2DB	【18】【39】への【70】	To the Passage
~1:1	03841E	03B2EA	【155】をやめる	Quit
~1:1	038429	03B2EF	ジューパの【256】への【70】	Passage to Juba's
~1:1	03843C	03B301	【155】をやめる	Quit
~1:1	038447	03B306	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038458	03B31E	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	03846B	03B338	【101】【126】への【70】	Passage to the Church
~1:1	038476	03B34E	【18】【39】への【70】	To the Passage
~1:1	038481	03B35D	【155】をやめる	Quit
~1:1	03848C	03B362	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	03849D	03B37A	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0384B0	03B394	【101】【126】への【70】	Passage to the Church
~1:1	0384BB	03B3AA	【155】をやめる	Quit
~1:1	0384C6	03B3AF	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0384D7	03B3C7	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0384EA	03B3E1	【18】【39】への【70】	To the Passage
~1:1	0384F5	03B3F0	【155】をやめる	Quit
~1:1	038500	03B3F5	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038511	03B40D	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038524	03B427	【155】をやめる	Quit
~1:1	03852F	03B42C	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038540	03B444	【101】【126】への【70】	Passage to the Church
~1:1	03854B	03B45A	【18】【39】への【70】	To the Passage
~1:1	038556	03B469	【155】をやめる	Quit
~1:1	038561	03B46E	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038572	03B486	【101】【126】への【70】	Passage to the Church
~1:1	03857D	03B49C	【155】をやめる	Quit
~1:1	038588	03B4A1	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	038599	03B4B9	【18】【39】への【70】	To the Passage
~1:1	0385A4	03B4C8	【155】をやめる	Quit
~1:1	0385AF	03B4CD	機【81】【82】き【411】への【70】	Passage to Storage Area
~1:1	0385C0	03B4E5	【155】をやめる	Quit
~1:1	0385CB	03B4EA	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	0385DE	03B504	【101】【126】への【70】	Passage to the Church
~1:1	0385E9	03B51A	【18】【39】への【70】	To the Passage
~1:1	0385F4	03B529	【155】をやめる	Quit
~1:1	0385FF	03B52E	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038612	03B548	【101】【126】への【70】	Passage to the Church
~1:1	03861D	03B55E	【155】をやめる	Quit
~1:1	038628	03B563	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	03863B	03B57D	【18】【39】への【70】	To the Passage
~1:1	038646	03B58C	【155】をやめる	Quit
~1:1	038651	03B591	パイマンの【129】への【70】	Passage to Vaiman's house
~1:1	038664	03B5AB	【155】をやめる	Quit
~1:1	03866F	03B5B0	【101】【126】への【70】	Passage to the Church
~1:1	03867A	03B5C6	【18】【39】への【70】	To the Passage
~1:1	038685	03B5D5	【155】をやめる	Quit
~1:1	038690	03B5DA	【101】【126】への【70】	Passage to the Church
~1:1	03869B	03B5F0	【155】をやめる	Quit
~1:1	0386A6	03B5F5	【18】【39】への【70】	To the Passage
~1:1	0386B1	03B604	【155】をやめる	Quit
~1:2	0386C9	03B616	この【0】に【143】めぱ、【379】だって【312】心【683】くなるさ	Anyone would be religious if they lived here.
~1:2	0386F0	03B644	【1】の【519】みを、この【416】で【84】られるんだからね	You can see the blessings of the Gods with your own eyes.
~1:1	038724	03B68B	【18】【20】【376】を【45】【20】されたということは	If you're granted a pass, it means
~1:2	038743	03B6AE	【1】に【368】える【343】【669】を【517】められたんですよ	that you are worthy to serve the Gods.
~1:1	038773	03B6E2	【1】【2】【3】の【143】【429】【684】を【511】るための【202】【70】はね…	The quickest way to earn citizenship
~1:2	038798	03B707	【1】【2】【3】のために【387】くことなんだよ	for the Holy District is to work for the Holy District.
~1:1	0387C4	03B74C	【215】も、【1】【2】【3】のお【171】に【51】ちたいです…	I want to do more for
~1:1	0387E7	03B762	【19】【42】じゃ、【56】した【218】はできませんからね	the Holy District... but
~4:1	03880C	03B77B	<18><09> <03><05><09> <09>\n<08><!C8><19><01><07> <09>\n<09>ソ…<15><02>	as a gatekeeper, I can't do much.
~1:1	038CFB	03BD4B	)<1D><1A><01>イスイースゆゆりもョ。ォ	<<1D><1A><01>T_TA_003.PCM
~1:1	038D0C	03BD5C	なんだい、あんた？	What do you want?
~1:1	038D1F	03BD6E	ハンターから【161】う物はないよ！	I don't do business with hunters.
~1:2	038D49	03BD9D	【107】り【200】き【40】なんだ、【637】【638】しないでくれよ	I'm in the middle of a deal. Don't bother me.
~1:1	038D7B	03BDD8	これしか【161】えないんですか？	Is that all I can buy?
~1:2	038D96	03BDEF	【544】【243】と【302】じだけ【409】ってるのに…	I'm paying the same amount as last year...
~1:1	038DC0	03BE27	【251】【202】は、【161】い【83】が【521】えてますので…	I've got lots of customers
~2:1	038DE1	03BE42	いやなら、無【131】にとは【327】いませんが れよ	I don't have to sell you anything.
~1:1	038E13	03BE72	もう【194】し、【165】【219】に売っていただけませんか	Can you sell me a little more?
~1:2	038E3A	03BE91	このままだと、【532】【445】に【690】【691】が【415】せません	I won't have enough to last through the dry season.
1:1	038E6C	03BED2	ならぱ、それも【1】の【325】し【692】しでしょうな	I guess that's up to the Gods now.
~2:1	038E9E	03BF02	ここには、【86】【119】の【161】いつけに【285】てるんだ <11>	I came here to buy food.
~1:1	038EC5	03BF1B	【321】【322】【242】を【504】わなくちゃいけないんでね	I have kids to feed.
~1:1	038EF5	03BF3D	【88】からは、【111】物がたくさんとれるんだ	The forest is full of crops,
~2:1	038F18	03BF5A	<!A6> <11>	but folks in the Holy District are
~1:1	038F1C	03BF7D	でも、みんな【1】【2】【3】の【245】【40】が【693】り【584】めさ	hoarding all of the food.
~1:1	038F41	03BF97	(あの【311】は【205】【144】らしい…)	(He looks like a traveler...)
~1:1	038F5C	03CC0B	<18><09>	Sorry, but I'm in the middle of
~1:1	038F5F	03CC2B	<03><05><09>	negotiating.
~2:1	038F63	03CC45	<09>\n<08><!CF>ヌ<01><07> <09>\n<09>ソ…<15><02>	Talk to me later, will ya?
~1:1	039A88	03CC6D	その【639】【50】り、ガッシュのだな	That necklace, it's Gash's, eh?
1:1	039AB0	03CC9A	【380】ってるのか？	You know him?
1:1	039ACC	03CCB5	そりゃ、【302】じシーカーだからな	Well, he's a fellow seeker.
1:1	039AE9	03CCD1	あんた、ハンターのエッジだろ？	You're Edge, the hunter, right?
1:1	039B08	03CCF1	あいつから【155】は【156】いてるよ	He told me all about you.
1:1	039B2E	03CD18	え！？	What!?
1:1	039B35	03CD1F	それって…どんな【155】だ？	What did he say?
1:1	039B59	03CD3D	ガリル【694】【695】で【75】【155】になったってさ	I hear you gave him a ride to
1:1	039B78	03CD5B	クーリアに【541】せてやったんだろ？	Cainus in the Garil Desert.
1:1	039B97	03CD77	【255】うのか？	Ain't that right?
1:1	039BAF	03CD96	い、いや、【269】かにそうだけど…	Well, yeah, I did, but...
~1:2	039BD9	03CDBD	あいつの【533】【144】なら、【215】にとっても【533】【144】だ	If he owes you his life, then I owe you mine, too.
~1:1	039BFF	03CDF0	お【326】に、こいつをやるよ	Here, take this.
~1:2	039C16	03CE01	(帝国の【173】物だ…どこかで【160】ったのかな)	(A book on the Empire... I wonder where he got it?)
1:1	039C4A	03CE42	【442】【80】に【339】【265】【167】ってるって【156】いたんでね	I hear you're interested in ruins.
1:1	039C6D	03CE65	【215】はエフタってんだ、よろしくな	I'm Jephthah. Nice to meet you.
1:1	039C99	03CE92	ああ、よろしく…	Nice to meet you too...
~1:2	039CB7	03CEB7	こないだ、【442】【80】でいいもの【84】つけたんだ	I found something really good at the ruins the other day.
~1:1	039CDC	03CEF1	)	Here, take a look.
~1:1	039CDE	03CF04	ほら、こいつさ	(It is indeed a rare item.
~1:1	039CED	03CF1F	(銃の攻撃力を【133】げる【157】【30】だな…)	It's a gun that can track three
~1:1	039D0E	03CF3F	(3体の【696】を【302】【158】に攻撃できるやつだ)	targets at once.)
~1:2	039D40	03CF5E	【281】くしとくぜ…どうだ、こんなもんで？	I'll give you a deal on it... How's this?
~1:2	039D65	03CF88	1000【6】で【161】う	Buy for 1000 Dynes Do not buy
~1:1	039D76	03CFA6	【161】わない	Deal more
~1:1	039D7F	03CFB0	【680】【493】る	(Those clothes... he must be a seeker)
~1:1	039D86	03CFD7	(あの【697】装は…シーカーだな)	(That seeker... I believe he's called
~1:1	039DA3	03CFFD	(あのシーカーは…エフタとかいったな)	Jephthah.)
1:1	039DD7	03D015	ちょっと【587】売しようと【325】って【285】たんだが…	I came to do business, but...
1:1	039DFE	03D033	どうもやりずらいね、この【0】は	it's tough here.
~1:1	039E28	03D051	へえ…いい銃【167】ってるじゃねえか	Hey... that's a nice looking gun
