idx	kind	limit	over	jp	ko
314	ui	14	1	雷撃兵器に使用される光学器官\n店で売れば金になる	뇌격 병기에 쓰이는 광학기관\n가게에 팔면 돈이 된다
315	ui	5	1	隊長の日記	대장의 일기
316	ui	5	1	防御力上昇	방어력 상승
317	ui	3	1	銃入手	총 입수
318	ui	16	1	追尾貫通レーザー    <03><01>2ゲージ<03>	추적관통 레이저     <03><01>2게이지<03>
319	ui	16	1	追尾貫通エネルギー波  <03><01>2ゲージ<03>	추적관통 에너지 파동  <03><01>2게이지<03>
320	ui	15	1	辺境で流布している書物\n終末に関する伝承が記されている	변경에 퍼져 있는 서적\n종말에 관한 전승이 적혀 있다
321	ui	15	1	辺境で流布している書物\n創世に関する伝承が記されている	변경에 퍼져 있는 서적\n창세에 관한 전승이 적혀 있다
322	ui	17	1	辺境では、ドラゴンが神の使いと\n崇められているが、それは根拠なき\n迷信である。\nドラゴンもまた攻性生物であり、その\n驚異的な戦闘力は、我が軍に幾多の\n被害を及ぼしている。	변경에서는 드래곤이 신의 사자로\n숭배받고 있으나,그것은 근거 없는\n미신이다.\n드래곤 역시 공성생물이며,그\n경이적인 전투력은 아군에게 수많은\n피해를 입히고 있다.
323	ui	7	1	設定を元に戻す	설정을 되돌린다
324	ui	16	1	衝撃反応エネルギー球  <03><01>2ゲージ<03>	충격반응 에너지 구체  <03><01>2게이지<03>
325	ui	5	1	終息日の書	종식일의 서
326	ui	17	1	粒子が止められない場合は、なんとか\n当たらないようにするしかない。\n特にエンジンからは、絶え間なく\n粒子が降り注いでいるので面倒だが、\nそれから身を守るための仕掛けも\nどこかにあるはずだ。	입자를 멈출 수 없다면,어떻게든\n맞지 않도록 하는 수밖에.\n특히 엔진에서는 끊임없이\n입자가 쏟아지고 있어 성가시지만,\n그로부터 몸을 지킬 장치도\n어딘가에 있을 것이다.
327	ui	3	1	竜の書	용의 서
328	ui	16	1	秘めたる潜在能力を発動 <03><01>2ゲージ<03>	숨겨진 잠재능력을 발동 <03><01>2게이지<03>
329	ui	17	1	私にとって、いや、君にとって納得の\nできる終幕を始めよう。\nアゼルと共に塔に来るがいい。\n君たちの侵入コースを開けておく。\n \n        K．F．クレイメン	나에게,아니,너에게 납득이\n가는 종막을 시작하자.\n아젤과 함께 탑으로 오도록.\n너희들의 침입 경로는 열어 두마.\n \n        K．F．클레이멘
330	ui	16	1	禁止区域中ボス戦(クレイメン艦)	금지구역 중간보스전(클레이멘함)
331	ui	13	1	禁止区域ボス戦(AD＃1)	금지구역 보스전(AD＃1)
332	ui	7	1	禁止区域クリア	금지구역 클리어
333	ui	8	1	発掘所上空進入可	발굴소 상공 진입
334	ui	7	1	生産・稼動状況	생산·가동 현황
335	ui	14	1	現在のタイプでは使用できない	현재 타입으로는 쓸 수 없다
336	ui	14	1	狩りの無事を祈るお守り\n攻性生物の外殻で作られている	사냥의 무사를 비는 부적\n공성생물 외각으로 만들어졌다
337	ui	8	1	物理攻撃構造体2	물리공격 구조체2
338	ui	8	1	物理攻撃構造体1	물리공격 구조체1
339	ui	16	1	無数の風の刃      <03><01>2ゲージ<03>	무수한 바람의 칼날   <03><01>2게이지<03>
340	ui	17	1	渓谷地帯中ボス戦(ヘビムシの巣B)	협곡지대 중보스전(뱀벌레 둥지B)
341	ui	17	1	渓谷地帯中ボス戦(ヘビムシの巣A)	협곡지대 중보스전(뱀벌레 둥지A)
342	ui	14	1	渓谷地帯ボス戦(ガケオコリ)	협곡지대 보스전(가케오코리)
343	ui	7	1	渓谷地帯クリア	협곡지대 클리어
344	ui	12	1	様々な用途で使用される油\n店で売れば金になる	여러 용도로 쓰이는 기름\n가게에 팔면 돈이 된다
345	ui	12	1	最後に戦った相手だ。\nそのおぞましい姿の中には\n確かに、ドラゴンの収まる\n座がある。\n儀の<01><01>が\nいるべき本当の場所は、\nあそこなのだろうか。	마지막으로 싸운 상대다.\n그 흉측한 모습 속에는\n분명 드래곤이 담길\n자리가 있다.\n나의 <01><01>가\n있어야 할 진짜 자리는\n그곳일까.
346	ui	9	1	旧世紀の船に関する\n帝国軍の報告書	구세기의 배에 관한\n제국군 보고서
347	ui	15	1	旧世紀の硬貨と言われているもの\n店で売ればわずかだが金になる	구세기의 경화라고 하는 것\n가게에 팔면 약간의 돈이 된다
348	ui	16	1	旧世紀に使われていた銃\nパーツを装着すれば攻撃力が上がる	구세기에 쓰이던 총\n부품을 장착하면 공격력이 오른다
349	ui	17	1	旅に出てから3日目。キャラバンから\n水と食料を分けてもらう。\n例の旧世紀の機械(みんな「フネ」と\n呼んでいるようだ。メッカニアが発掘\nしたものだという)の行方も聞いた。\nどうやら帝国との国境地帯に向かって\nいるらしい。	여행을 떠난 지 3일째.캐러밴에게\n물과 식량을 나눠 받는다.\n그 구세기 기계(다들 「배」라고\n부르는 듯하다.메카니아가 발굴\n했다고 한다)의 행방도 들었다.\n아무래도 제국과의 국경지대로\n향하는 듯.
350	ui	4	1	攻撃方向	공격 방향
351	ui	11	1	攻性生物ハヌマンの甲皮\n店で売れば金になる	공성생물 하누만의 껍질\n가게에 팔면 돈이 된다
352	ui	11	1	攻性生物ハヌマンの尻尾\n店で売れば金になる	공성생물 하누만의 꼬리\n가게에 팔면 돈이 된다
353	ui	16	1	攻性生物を召喚する   <03><01>2ゲージ<03>	공성생물을 소환한다   <03><01>2게이지<03>
354	ui	9	1	攻性生物の運動器官\n高値で売れる	공성생물의 운동기관\n비싸게 팔린다
355	ui	9	1	攻性生物の攻撃器官\n高値で売れる	공성생물의 공격기관\n비싸게 팔린다
356	ui	9	1	攻性生物の感覚器官\n高値で売れる	공성생물의 감각기관\n비싸게 팔린다
357	ui	16	1	打ち捨てられぬ人の手によって\nけがれなき世界が創造された日が\n原初日のよみがえりとなる。\n神は再び世界の上に立ち、\n栄光と幸いを世界にもたらす。\nそれは、終わりのない一日であり、\n我らに約された救済である。	버림받지 않은 인간의 손에 의해\n더러움 없는 세계가 창조된 날이\n태초일의 재현이 된다.\n신은 다시 세계 위에 서서,\n영광과 축복을 세계에 가져온다.\n그것은,끝없는 하루이며,\n우리에게 약속된 구원이다.
358	ui	6	1	戦闘時操作系	전투시 조작계
359	ui	16	1	強力な追尾貫通レーザー <03><01>2ゲージ<03>	강력한 추적관통 레이저 <03><01>2게이지<03>
360	ui	15	1	帝国軍空中艦隊ボス戦(ソーマ)	제국군 공중함대 보스전(소마)
361	ui	16	1	天地を切り裂く電撃   <03><01>2ゲージ<03>	천지를 가르는 전격   <03><01>2게이지<03>
362	ui	16	1	天から降り注ぐ光の柱  <03><01>2ゲージ<03>	하늘에서 쏟아지는 빛기둥<03><01>2게이지<03>
363	ui	16	1	大気を焦がす大火球   <03><01>2ゲージ<03>	대기를 태우는 대화구  <03><01>2게이지<03>
364	ui	8	1	大広間への鍵入手	대회당 열쇠 입수
365	ui	16	1	多数の風の刃      <03><01>2ゲージ<03>	다수의 바람 칼날    <03><01>2게이지<03>
366	ui	16	1	売却できるアイテムのリストを表示	팔 수 있는 아이템 목록을 표시
367	ui	5	1	塔の総入手	탑 총 입수
368	ui	4	1	塔の機能	탑의 기능
369	ui	7	1	塔2中ボス戦B	탑2 중보스전B
370	ui	7	1	塔2中ボス戦A	탑2 중보스전A
371	ui	5	1	塔2クリア	탑2 클리어
372	ui	5	1	塔1クリア	탑1 클리어
373	ui	4	1	地図入手	지도 입수
374	ui	15	1	各種兵器の装甲に使用される甲皮\n店で売れば金になる	각종 병기 장갑에 쓰이는 껍질\n가게에 팔면 돈이 된다
375	ui	5	1	原初日の書	태초일의 서
376	ui	9	1	動力装置の停止方法	동력장치 정지 방법
377	ui	16	1	出力が不安定なレーザー <03><01>2ゲージ<03>	출력이 불안정한 레이저 <03><01>2게이지<03>
378	ui	16	1	全ステータス異常を治す <03><01>1ゲージ<03>	모든 상태이상을 치료한다<03><01>1게이지<03>
379	ui	4	1	光の粒子	빛의 입자
380	ui	17	1	今日のゆうがた やっとやつからの\nれんらくがとどいた。\nどうやら ていこくアカデミーは\nすごくあたまのいいやつしか \n入れないところらしい。\nやつは がっこうに入るほうが さき\nだろうといっていた。	오늘 저녁,드디어 그 애한테서\n연락이 왔다.\n아무래도 제국 아카데미는\n엄청 머리 좋은 애만\n들어갈 수 있는 곳인가 보다.\n그 애는 학교에 들어가는 게 먼저\n일 거라고 했다.
381	ui	4	1	ラギ牧場	라기 목장
382	ui	9	1	メル=カヴァ進入可	멜=카바 진입 가능
383	ui	10	1	メル=カヴァ中ボス戦	멜=카바 중간 보스전
384	ui	8	1	ペイン状態を治す	페인 상태를 치료
385	ui	15	1	パエットに頼まれて入手した部品\n実際はただのガラクタだった	파에트의 부탁으로 입수한 부품\n실제로는 그냥 고철이었다
386	ui	15	1	ドローン自律構造体に関する記録	드론 자율 구조체에 관한 기록
387	ui	10	1	ドラゴン移動時操作系	드래곤 이동시 조작계
388	ui	13	1	ドラゴンは、\n人のほかに神が創造した\nただひとつのものであり、\n争いのけがれを受けなかった\nただひとつのものであり、\n神が打ち捨てなかった\nただひとつのものである。	드래곤은,\n인간 외에 신이 창조한\n유일한 존재이며,\n다툼의 더러움을 받지 않은\n유일한 존재이며,\n신이 저버리지 않은\n유일한 존재이다.
389	ui	14	1	ゾアの街の正規住人区画\n「神聖区」に入るための通行証	조아 마을 정규 주민 구획\n「신성구」에 들어가는 통행증
390	ui	13	1	ゾアの街に伝わる書物\n街の掟について記されている	조아 마을에 전해지는 서적\n마을의 규율이 적혀 있다
391	ui	15	1	ゾアの森中ボス戦(マサーンH)	조아의 숲 중간보스전(마산H)
392	ui	15	1	ゾアの森中ボス戦(マサーンG)	조아의 숲 중간보스전(마산G)
393	ui	15	1	ゾアの森中ボス戦(マサーンF)	조아의 숲 중간보스전(마산F)
394	ui	15	1	ゾアの森中ボス戦(マサーンE)	조아의 숲 중간보스전(마산E)
395	ui	15	1	ゾアの森中ボス戦(マサーンD)	조아의 숲 중간보스전(마산D)
396	ui	15	1	ゾアの森中ボス戦(マサーンC)	조아의 숲 중간보스전(마산C)
397	ui	15	1	ゾアの森中ボス戦(マサーンB)	조아의 숲 중간보스전(마산B)
398	ui	15	1	ゾアの森中ボス戦(マサーンA)	조아의 숲 중간보스전(마산A)
399	ui	10	1	ゾアの森中ボスH弱り	조아숲 중보스H 약화
400	ui	10	1	ゾアの森中ボスG弱り	조아숲 중보스G 약화
401	ui	10	1	ゾアの森中ボスF弱り	조아숲 중보스F 약화
402	ui	10	1	ゾアの森中ボスE弱り	조아숲 중보스E 약화
403	ui	10	1	ゾアの森中ボスD弱り	조아숲 중보스D 약화
404	ui	10	1	ゾアの森中ボスC弱り	조아숲 중보스C 약화
405	ui	10	1	ゾアの森中ボスB弱り	조아숲 중보스B 약화
406	ui	10	1	ゾアの森中ボスA弱り	조아숲 중보스A 약화
407	ui	4	1	ゾアの書	조아의 서
408	ui	17	1	セストレンとは、旧世紀の管理意志の\n座であり、空間断層によって隠された\n絶対不可侵の遣跡であり、すべての\n塔の制御を行う場である。	세스트렌이란,구세기 관리 의지의\n자리이며,공간 단층에 의해 감춰진\n절대 불가침의 유적이며,모든\n탑의 제어를 행하는 곳이다.
409	ui	8	1	スロウ状態を治す	슬로우 상태 치료
410	ui	8	1	スタン状態を治す	스턴 상태를 치료
411	ui	17	1	ジグが熱を出した。お産が近いので\nつきっきりで世話をする。こいつを\n死なせてしまったら、ひどく叱られる\nことになるだろう。\n結局みんなは、腕のいい世話係が\n欲しいだけで、それが儀である必要は\nないのかもしれない。	지그가 열이 났다.출산이 가까워서\n곁에 붙어 돌본다.얘를\n죽게 만들면 크게 혼나게\n될 것이다.\n결국 다들 솜씨 좋은 사육사가\n필요할 뿐,그게 꼭 나여야 할\n필요는 없는지도 모른다.
412	ui	8	1	シーカーへの対処	시커에 대한 대처
413	ui	12	1	ザアルの実\n貴重品なので高値で売れる	자알 열매\n귀중품이라 비싸게 팔린다
414	ui	16	1	ゲージ速度上昇 機動型 <03><01>3ゲージ<03>	게이지 속도상승 기동형 <03><01>3게이지<03>
415	ui	8	1	ゲージが足りない	게이지가 부족하다
416	ui	10	1	ゲオルギウス3クリア	게오르기우스3 클리어
417	ui	17	1	ゲオルギウス2中ボス戦(ヴァルナ)	게오르기우스2 중간보스전(바루나)
418	ui	14	1	ゲオルギウス2ボス戦(GD)	게오르기우스2 보스전(GD)
419	ui	10	1	ゲオルギウス2クリア	게오르기우스2 클리어
420	ui	13	1	クールマ型前線基地警備心得	쿨마형 전선기지 경비 수칙
421	ui	12	1	キャンプ(砂漠B)進入可	캠프(사막B) 진입 가능
422	ui	12	1	キャンプ(砂漠A)進入可	캠프(사막A) 진입 가능
423	ui	12	1	キャンプ(発掘所)進入可	캠프(발굴지) 진입 가능
424	ui	11	1	キャンプ(平原)進入可	캠프(평원) 진입 가능
425	ui	15	1	キャンプ(シーカーの里)進入可	캠프(시커의 마을) 진입 가능
426	ui	13	1	キャラバン(砂漠B)進入可	캐러밴(사막B) 진입 가능
427	ui	13	1	キャラバン(砂漠A)進入可	캐러밴(사막A) 진입 가능
428	ui	13	1	キャラバン(平原B)進入可	캐러밴(평원B) 진입 가능
429	ui	13	1	キャラバン(平原A)進入可	캐러밴(평원A) 진입 가능
430	ui	8	1	ガリル砂漠クリア	갈릴 사막 클리어
431	ui	9	1	カイナスの村進入可	카이나스 마을 진입
432	ui	14	1	エレベーターのロックを外す鍵	엘리베이터 잠금을 푸는 열쇠
433	ui	18	1	ウル地下遣跡ボス戦(ダイオウビレイ)	울 지하 유적 보스전(다이오비레이)
434	ui	13	1	ウル地下ザコ戦(攻性生物)	울 지하 잡몹전(공성생물)
435	ui	12	1	ウル北方の塔に関する記録	울 북방 탑에 관한 기록
436	ui	13	1	ウル中ボス戦(ヌリシンハ)	울 중간 보스전(누리심하)
437	ui	8	1	まだ覚えていない	아직 익히지 않음
438	ui	17	1	ただ、こいつには、普通に戦っても\n勝てないような秘密があるらしいから\n注意が必要だ。\n「番人」に出くわしたら、その近くを\nよく調べてみてくれ。なにか特別な\n設備があるかもしれない。	다만,이 녀석에게는,그냥 싸워서는\n이길 수 없는 비밀이 있는 듯하니\n주의가 필요하다.\n'파수꾼'과 마주치면,그 근처를\n잘 조사해 봐라.뭔가 특별한\n설비가 있을지도 모른다.
439	ui	10	1	これ以上かけられない	더 이상 걸 수 없다
440	ui	17	1	この俺が ガラにもなくこんな日記\nなんかつけはじめたのは やはり\nあいつのためかもしれない。\nおもえば 親がわりだなどと\n□はばったいことも、何度も言ったが\nこれといって おやらしいことは\nいままで なにもしてやれなかった。	내가 어울리지 않게 이런 일기\n같은 걸 쓰기 시작한 것도 역시\n그 녀석 때문일지도 모른다.\n생각해보면 부모 대신이라며\n낯간지러운 소리도 여러 번 했지만\n딱히 부모다운 일은\n지금까지 아무것도 해준 게 없다.
441	ui	12	1	こいつとは、ウルで再び\n戦うことになったが、この\n時も決着をつけることは\nできなかった。\n出会うたびに、新しい力を\n身につけているようだ。	이 녀석과는,울에서 다시\n싸우게 되었지만,이\n때도 결판을 낼 수는\n없었다.\n만날 때마다,새로운 힘을\n익히고 있는 듯.
442	ui	17	1	いまだによみ書きがまともにできない\nおれとちがってエッジはあたまもいい\nなんとかして 帝国のがっこうに\nいれてやりたいとおもう。\n\nへんきょうの よう兵などまっとうな\nにんげんのするしごとじゃない。	아직도 읽고 쓰기를 제대로 못하는\n나와 달리 엣지는 머리도 좋다\n어떻게든 제국 학교에\n넣어주고 싶다고 생각한다.\n\n변경의 용병 같은 건 제대로 된\n사람이 할 일이 아니다.
443	ui	17	1	あのデッカイふうしゃのおかげで\nこうせい生物もほとんど\nよりつかない。\nここはおもったよりも らくなしごと\nだったかもしれない。	그 커다란 풍차 덕분에\n공성 생물도 거의\n다가오지 않는다.\n여긴 생각보다도 편한 일이었을지도\n모른다.
444	ui	5	1	『塔』の総	『탑』의 총
445	ui	10	1	『塔』の機能に関する\nシーカーの研究書	『탑』의 기능에 관한\n시커의 연구서
446	ui	12	1	『塔』の中部層を守って\nいたガーディアン。2体が\n一緒になって襲ってきた。\nというより、2体まとめて\nひとつの個体だったのかも\nしれない。	『탑』의 중간층을 지키고\n있던 가디언.두 마리가\n함께 덤벼들었다.\n라기보다,두 마리를 합쳐\n하나의 개체였는지도\n모른다.
447	ui	15	1	『塔』と呼ばれる遣跡の総\n旧世紀の記録機械で描かれたもの	『탑』이라 불리는 유적의 그림\n구세기 기록기계로 그려진 것
448	ui	16	1	HPを完全に回復する  <03><01>1ゲージ<03>	HP를 완전 회복한다  <03><01>1게이지<03>
449	ui	16	1	HPを大きく回復する  <03><01>1ゲージ<03>	HP를 크게 회복한다  <03><01>1게이지<03>
450	ui	6	1	HPは最大値	HP는 최대치
451	ui	6	1	BPは最大値	BP는 최대치
452	ui	7	1	BPが足りない	BP가 부족하다
453	ui	11	1	159ドラゴンとの別れ	159 드래곤과의 이별
454	ui	12	1	155＿5戦闘ムービー5	155_5 전투 무비 5
455	ui	12	1	155＿4戦闘ムービー4	155_4 전투 무비 4
456	ui	12	1	155＿3戦闘ムービー3	155_3 전투 무비 3
457	ui	12	1	155＿2戦闘ムービー2	155_2 전투 무비 2
458	ui	12	1	155＿1戦闘ムービー1	155_1 전투 무비 1
459	ui	8	1	137帝国軍襲来	137제국군 습래
460	ui	17	1	127アゼルの覚醒／クレイメンの死	127아젤의 각성／클레이멘의 죽음
461	ui	15	1	121クレイメン艦登場(後半)	121클레이멘 함 등장(후반)
462	ui	15	1	120クレイメン艦登場(前半)	120클레이멘 함 등장(전반)
463	ui	6	1	118街消滅	118거리소멸
464	ui	11	1	090遣産の見せたもの	090유산이 보여준 것
465	ui	10	1	072パエットと空へ	072파에트와 하늘로
466	ui	11	1	067エレベーター乗る	067엘리베이터를 타다
467	ui	8	1	059ウル地下へ	059우르 지하로
468	ui	9	1	053透視版の映像	053투시판의 영상
469	ui	9	1	041帝国軍の尋問	041제국군의 심문
470	ui	18	1	016ドラゴン伝承をガッシュから聞く	016가슈에게서 드래곤 전승을 듣다
471	ui	8	1	008隊長の遣言	008대장의 유언
472	slot	14	1	関係ないよ…儀はただの人間だ	상관없어…나는 그저 인간이다
473	slot	5	1	話をやめる	이야기 그만
474	slot	7	1	生体兵器実験棟	생체병기 실험동
475	slot	9	1	攻性生物の体の一部	공성생물의 몸 일부
476	slot	12	1	悪いようにはしやしないさ	나쁘게는 하지 않을 거야
477	slot	7	1	塔 下部格納層	탑 하부 격납층
478	slot	7	1	塔 上部格納層	탑 상부 격납층
479	slot	11	1	塔 9階 回転通路西□	탑 9층 회전통로 서□
480	slot	11	1	塔 9階 回転通路東□	탑 9층 회전통로 동□
481	slot	11	1	塔 9階 回転通路北□	탑 9층 회전통로 북□
482	slot	11	1	塔 8階 回転通路西□	탑 8층 회전통로 서□
483	slot	11	1	塔 8階 回転通路東□	탑 8층 회전통로 동□
484	slot	11	1	塔 8階 回転通路北□	탑 8층 회전통로 북□
485	slot	4	1	地下4階	지하 4층
486	slot	6	1	地下3階 西	지하 3층 서
487	slot	6	1	地下3階 東	지하 3층 동
488	slot	4	1	地下1階	지하 1층
489	slot	9	1	ワームの抜け穴の話	웜의 개구멍 이야기
490	slot	6	1	ドラゴンの話	드래곤 이야기
491	slot	7	1	セストレンの話	세스트렌 이야기
492	slot	11	1	シャプリの安全方向は？	샤플리의 안전 방향은?
493	slot	7	1	クレイメンの話	클레이멘 이야기
494	slot	11	1	エレベーター：地下5階	엘리베이터: 지하 5층
495	slot	4	1	ウルの話	울 이야기
496	slot	5	1	アゼルの話	아젤 이야기
497	slot	4	1	をぬりか	다시 칠하
498	slot	3	1	をぬり	다시 칠
499	slot	13	1	やっぱりだめだよ…悪いけど	역시 안 되겠어…미안하지만
500	slot	16	1	いや、いいんだ、人違いだったから	아니,됐어,사람을 잘못 봤으니까
501	slot	10	1	(簡素な吊り床だ…)	(소박한 해먹이다…)
